QuestionType,Asin,AnswerTime,UnixTime,Question,AnswerType,Answer,Category
open-ended,B00004Z2UB,"Nov 29, 2014",1417248000.0,Is the core/shaft of the chuck plastic or metal on these?,,"Dale, I actually got this set for my grandson for Christmas, but I've been using the same exact set since 1967. Of course, the case is long gone as are the orginal blades, but I'm hoping the knives themselves are the same high quality metal construction all around, chucks included. The only plastic you should see evident would be the red handle on the big knife, which comes in handy when you attach a miter saw blade, not included with this set, but a great accessory to have. Hope this helps. If you decide to get this set, I think you'll be pleased with these knives. Mine have given me almost half a century of use and I could have passed them on to my grandson, but hey, I'm not done with them yet. ;-)",Arts Crafts and Sewing
open-ended,B00004Z2UB,"Aug 18, 2014",1408345200.0,Do the blades wear out like the other X-Acto knives or do they never need replacing?,,"The blades wear out, they are the same as any other X-Acto knife blades....",Arts Crafts and Sewing
yes/no,B00004Z2UB,"Mar 25, 2014",1395730800.0,Does this set include individual protective caps for each knife/blade handle set?,N,No. There are no protective caps of any kind included. There is a magnetic strip behind the blades to hold them in place though.,Arts Crafts and Sewing
yes/no,B00004Z2UB,24 days ago,,i'm concerned that there are no protectors for the blades in this set. has anyone found any that I might purchase? I don't want to return!,?,"I've used X-acto knives since my teens (I'm now 61) and I have never seen protectors on the blades by any Mfg., it is too be understood that these are for use by those who are old enough to safely use these tools which is what they are, and as are a lot of tools, they can be dangerous if not handled correctly. I would suggest that the user take their time and handle them safely.....",Arts Crafts and Sewing
open-ended,B00004Z2UB,"Apr 13, 2015",1428908400.0,made in where?,,"I don't really know. It's not marked on the tool box, although it does claim to meet the formaldehyde standards.",Arts Crafts and Sewing
yes/no,B00004Z2UB,"Mar 14, 2015",1426316400.0,will this set cut leather.,Y,"Yes this will. I use these to cut leather. Of course you'll have to use shorter strokes to cut through it. And since my pieces that I make are smaller, I mostly use the 2 smaller knives.",Arts Crafts and Sewing
open-ended,B00004Z2UB,"Dec 26, 2013",1388044800.0,can the blades be sharpened or are they too thin?,,I have never had need to sharpen them. The blades are pretty good.,Arts Crafts and Sewing
open-ended,B00004Z2UB,"Apr 26, 2014",1398495600.0,i have a set almost exactly like this and was looking for a small saw blade i could attach to one of these handles and i mean really small,,"Not all hobby knife sets have the hole in the chuck of the large hobby knife for the regular razor saws: http://www.amazon.com/Xacto-X75300-Precision-Razor-Saw/dp/B00004Z2U4/ref=sr_1_1?ie=UTF8&qid=1398519480&sr=8-1&keywords=razor+saw There's a smaller saw that fits in the slots: http://www.amazon.com/No-15-Saw-Blade-Carded/dp/B000BREQDO/ref=pd_sim_op_7?ie=UTF8&refRID=1WKRZYSY07BKVQ5MMS4W That's all I know of on Amazon. MicroMark has: http://www.micromark.com/no-27-size-3-inch-saw-blades-pkg-of-5,6580.html & several others that will fit.",Arts Crafts and Sewing
yes/no,B00004Z2UB,"Aug 10, 2014",1407654000.0,can you wittle with it,?,"I use the Xacto knife to build model airplanes which are made of balsa wood. Balsa is very soft and requires a very sharp blade. Xacto knife sets are made for light hobby work and are also good for precise cutting of paper and thin plastic sheets. For carving knives, which is another term for ""whittling"" use the Amazon site to find real knives that are suited for this purpose. There are many different blade shapes and qualities available. Cheap blades are just that and won't work well. It will also be necessary to learn how to sharpen these blades with a set of hones made for this purpose as one would with a regular folding pocket knife. I have whittled lots of things with a Buck knife, and Buck is famous for holding an edge, but one must also learn to sharpen... Real whittling is an art form and one must know how to maintain the tools.",Arts Crafts and Sewing
open-ended,B00004Z2UB,"May 15, 2014",1400137200.0,Is this X-Acto or a knock-off? TIA!,,Its a true X-Acto brand set. If you still have any doubts you can go to X-Acto's site and see this kit.,Arts Crafts and Sewing
yes/no,B00004Z613,"Nov 21, 2013",1385020800.0,Can you print on both sides of this paper?,N,No one side only,Arts Crafts and Sewing
yes/no,B00004Z613,"Jun 17, 2014",1402988400.0,Is this paper acid-free? I've read that it is not in fact archival.,?,I can only tell you that the box my paper came in does not say acid free anywhere on it.,Arts Crafts and Sewing
yes/no,B00004Z613,"Mar 3, 2014",1393833600.0,Is this 51 lb paper?,Y,"Yes it is. The double-sided (coated on both sides) Epson Presentation Paper is 48 lbs. I like the double-sided paper better because it's sometimes difficult to tell which side of the Ultra Premium is the ""right"" side for printing. Both give spectacular results. I use this paper in an HP Photosmart D7460.",Arts Crafts and Sewing
open-ended,B00004Z613,6 days ago,,Canon pixma ip6700d printer has few choices. which is better - matte photo paper or other photo paper? thanks.,,"Glossy. Glossy paper will always give you better color, better depth, etc.",Arts Crafts and Sewing
yes/no,B00004Z613,"Feb 1, 2014",1391241600.0,Has anyone used this Epson paper with an inkjet printer made by HP?,?,"I use this paper with an HP printer...the old HP Photosmart D7460 that I've had for years. It works beautifully and the colors are outstanding. I hardly use photopaper anymore since I discovered this stuff. However, I prefer the Epson double-sided inkjet paper. I like the Ultra Premium, but it's sometimes difficult to tell which side to print on. With the double-sided paper, it doesn't matter and you can print on both sides. I do that when I'm doing die cutting that requires folding cut pieces of a die...then the ""back"" color contrasts nicely with the front color.",Arts Crafts and Sewing
yes/no,B00004Z613,15 days ago,,"Is this the paper with the ""Improved Black Quality"" sticker on the box?",?,"I guess the answer is ""yes"". My package of 8.5X11 Epson Ultra Premium Presentation Paper Matte has that sticker on the front cover. My other packages of the same paper (13 X 19 and 17 X 22) do not but may be a little older.",Arts Crafts and Sewing
yes/no,B00004Z613,"Mar 11, 2015",1426057200.0,I have an Epson Artisan 1430 printer and will be making prints of my paintings. Has anyone used this paper for that purpose and what results?,?,"I use this paper all the time. I make a calendar each each and use this paper. It isn't thick like card stock, but it thicker than average paper. You would be wise to mount the print before you frame it, the paper can curve due to environmental conditions (humidity etc). But it is nice paper. I also have the same printer, so you are in good shape.",Arts Crafts and Sewing
yes/no,B00004Z613,"Dec 11, 2014",1418284800.0,Can this paper be rolled and placed in a poster tube?,?,Probably. But not rolled too tightly.,Arts Crafts and Sewing
open-ended,B00004Z613,"Nov 17, 2014",1416211200.0,Does this paper have any printing or watermark on the reverse side? I would like to use it to print some folded cards.,,Yes,Arts Crafts and Sewing
yes/no,B00004Z613,"Aug 1, 2014",1406876400.0,"Is this paper a ""photo paper""? Epson's site lists it under ""photo paper"", but its name of course says ""presentation"" paper, not ""photo paper"".",?,This is a matte finish photo paper which makes very nice photos. I would order again. You have to print on the right side but both sides are very similar.,Arts Crafts and Sewing
open-ended,B00004ZCMC,"Jan 24, 2015",1422086400.0,"Are the expansion posts included? If so, how many posts are included in each package? Thx :)",,"Yes, two (2) expansion posts are included. They are screwed together in the packing.",Arts Crafts and Sewing
yes/no,B00004ZCMC,"Apr 11, 2015",1428735600.0,Is this product part number RW-85?,?,on the packaging it says Refill RMW-5,Arts Crafts and Sewing
open-ended,B00004ZCMC,"Nov 21, 2014",1416556800.0,"Are the white inserts actually a full 8 1/2"" by 11"", or are they smaller? I want to protect old family letters that are 8 1/2"" x 11"".",,I only use the 12 x 12 book and the white inserts are 12 x 12. Can't answer for any of the smaller books by Pioneer.,Arts Crafts and Sewing
open-ended,B00004ZCMC,"Jun 7, 2014",1402124400.0,"How long are the posts? How many do I need to make the album about 2"" thick?",,"You likely know the posts come with the additional page packets. They are added to the initial ones. I have a total of three posts and the book measures 1,3/4"" including the backing. Jack.",Arts Crafts and Sewing
open-ended,B00004ZCMC,"Jun 7, 2014",1402124400.0,"How long are the posts? How many do I need to make the album about 2"" thick?",,"There posts are small about a 1/2 inch each so you would need 4 to make one 2 "" post.",Arts Crafts and Sewing
open-ended,B000022440,"Jan 29, 2013",1359446400.0,What is the most useful length to get?,,at least 20 feet.......heres why....say you have to pull up behind a dead battery car (end to end) you will want the cables to fit from yours to theirs......hope it helps!,Automotive
open-ended,B000022440,"Oct 26, 2013",1382770800.0,Are these cables made of copper or aluminum?,,"Coleman's website does indeed say copper equivalent for ""cable gauge."" It also says CCA for ""conductor stranding,"" which stands for copper clad aluminum. It is an aluminum wire with a copper outer layer.",Automotive
yes/no,B000022440,"Dec 24, 2013",1387872000.0,I bought the Red Extra Heavy Duty. Is that too much for a full size car?,?,"For jumper cables, you can never have ""too much"". It might be a little ""over-kill"" but it won't hurt. You may meet someone someday who needs a little help and you will have more than enough capacity to do the job. I think you made a great choice. (I have been an Aircraft & Automotive mechanic for more than 35 years.)",Automotive
yes/no,B000022440,"Jan 31, 2014",1391155200.0,"Hi, Being 20ft 4gauge how heavy is this?",?,Not nearly heavy enough. I keep them under my back seat for emergencies only. If you need daily heavy use cables these arent for you.,Automotive
yes/no,B000022440,"Dec 1, 2014",1417420800.0,Do these cables come with a bag?,N,No,Automotive
yes/no,B000022440,"Jan 31, 2014",1391155200.0,Are the wires paired together? Am surprised both the wires are red..,Y,"Yes, it's a twined cable. And why does it surprise you that the cable jacket is red? Most other cables you'll find that the cable jacket is entirely black. So long as the clamps are properly colored that's all that matters.",Automotive
open-ended,B000022440,"Jan 29, 2014",1390982400.0,How many amps can this handle?,,Per Coleman Cable specifications 4 gauge 20 foot long cables current rating is 300 amps.,Automotive
yes/no,B000022440,"Jan 26, 2014",1390723200.0,Can I use this cables to boost a school bus ?,N,I would think so. I bought them to charge a pull behind dump trailer when the battery would not work. The cables just do reach from the battery on my 350 truck to the back of my truck where the battery is on the trailer. These are the only cables I found that were long enough without going to the super expensive ones.,Automotive
